#,Fraud Instance,Damaged Item,Item Not Avaiable,Item Not In Stock,Product Care Plan,Claim Amount,Registered Online,Age Group,Marital Status,Owns a Vehicle,Accomodation Type,Height (cms)
1172,0,1,0,1,0,$177 ,1,22,Married,0,Owns a house,174
1173,1,1,0,0,0,$306 ,0,23,In-Relationship,0,Rented,184
1174,1,0,0,1,0,$249 ,1,38,In-Relationship,1,Staying with Family,153
1175,1,1,0,0,0,$112 ,0,48,"Unmarried,",0,Owns a house,189
1176,0,1,0,0,1,$312 ,1,30,Married,0,Owns a house,180
1177,1,0,0,1,0,$295 ,1,23,"Unmarried,",0,Owns a house,166
1178,0,1,0,1,0,$171 ,0,26,"Unmarried,",1,Staying with Family,157
1179,1,0,0,1,0,$175 ,0,20,"Unmarried,",0,Owns a house,163
1180,0,0,0,1,1,$155 ,1,45,"Unmarried,",1,Staying with Family,159
1181,0,1,0,0,1,$188 ,1,19,"Unmarried,",0,Staying with Family,178
1182,0,1,0,0,1,$311 ,1,26,"Unmarried,",0,Rented,167
1183,0,0,0,1,1,$121 ,1,35,"Unmarried,",0,Staying with Family,186
1184,1,1,0,0,0,$320 ,0,22,Married,0,Rented,150
1185,1,0,0,1,0,$175 ,1,43,"Unmarried,",1,Rented,176
1186,1,1,0,0,0,$204 ,0,19,In-Relationship,0,Staying with Family,150
1187,1,0,0,1,0,$47 ,0,22,In-Relationship,0,Staying with Family,170
1188,1,0,0,1,0,$180 ,0,46,"Unmarried,",0,Rented,188
1189,0,1,0,0,1,$68 ,1,49,"Unmarried,",0,Rented,158
1190,0,1,0,0,1,$59 ,1,49,"Unmarried,",1,Rented,190
1191,0,1,0,1,0,$314 ,1,42,Married,0,Owns a house,178
1192,0,1,0,1,0,$252 ,0,21,Married,1,Staying with Family,163
1193,1,1,0,0,0,$345 ,0,40,In-Relationship,0,Owns a house,174
1194,1,0,0,0,1,$97 ,0,41,In-Relationship,1,Owns a house,152
1195,0,1,0,1,0,$112 ,1,20,In-Relationship,0,Rented,162
1196,0,0,1,1,0,$155 ,1,30,In-Relationship,0,Owns a house,172
1197,0,1,0,1,0,$260 ,1,38,In-Relationship,0,Staying with Family,157
1198,0,0,1,1,0,$212 ,0,40,"Unmarried,",0,Owns a house,166
1199,0,1,0,0,1,$230 ,1,21,Married,1,Rented,189
1200,0,0,0,1,1,$234 ,0,23,Married,1,Rented,184
1201,1,0,0,1,0,$89 ,0,50,Married,0,Rented,189
1202,1,1,0,0,0,$85 ,0,38,"Unmarried,",1,Staying with Family,173
1203,0,1,0,0,1,$235 ,0,22,Married,0,Owns a house,172
1204,0,1,0,1,0,$168 ,0,50,Married,1,Rented,155
1205,1,1,0,0,0,$308 ,0,30,Married,1,Rented,150
1206,0,1,0,0,1,$132 ,1,34,In-Relationship,0,Rented,188
1207,0,1,0,0,1,$93 ,1,30,In-Relationship,0,Owns a house,184
1208,1,0,0,1,0,$57 ,1,30,In-Relationship,1,Staying with Family,165
1209,0,0,1,1,0,$118 ,1,37,Married,1,Staying with Family,172
1210,1,1,0,0,0,$248 ,0,39,In-Relationship,1,Owns a house,164
1211,0,0,0,1,1,$275 ,1,34,Married,1,Staying with Family,181
1212,1,1,0,0,0,$172 ,1,53,Married,1,Rented,179
1213,0,1,0,1,0,$265 ,1,21,Married,1,Owns a house,182
1214,0,1,0,1,0,$138 ,0,44,In-Relationship,0,Owns a house,190
1215,1,1,0,0,0,$329 ,0,26,In-Relationship,0,Staying with Family,181
1216,1,0,0,1,0,$51 ,1,45,Married,1,Rented,167
1217,0,1,1,0,0,$352 ,0,20,Married,1,Rented,175
1218,0,1,0,1,0,$206 ,1,54,In-Relationship,1,Owns a house,172
1219,1,0,0,1,0,$330 ,0,55,"Unmarried,",1,Rented,190
1220,1,0,0,1,0,$159 ,1,21,In-Relationship,0,Rented,158
1221,1,1,0,0,0,$145 ,1,36,"Unmarried,",1,Staying with Family,178
1222,1,1,0,0,0,$133 ,0,42,Married,0,Rented,171
1223,0,1,0,0,1,$324 ,0,34,In-Relationship,1,Staying with Family,180
1224,0,1,0,0,1,$277 ,1,18,"Unmarried,",1,Staying with Family,185
1225,0,0,1,1,0,$184 ,1,46,In-Relationship,0,Rented,168
1226,0,0,1,0,1,$54 ,0,30,"Unmarried,",0,Rented,150
1227,1,0,0,0,1,$178 ,0,21,"Unmarried,",1,Owns a house,153
1228,0,0,1,1,0,$116 ,0,29,"Unmarried,",0,Owns a house,175
1229,0,1,0,0,1,$137 ,0,40,In-Relationship,0,Rented,181
1230,0,1,0,0,1,$128 ,0,27,In-Relationship,0,Owns a house,170
1231,0,1,0,0,1,$85 ,1,40,"Unmarried,",0,Rented,173
1232,0,1,0,1,0,$88 ,1,30,"Unmarried,",1,Staying with Family,164
1233,0,1,0,1,0,$154 ,1,21,"Unmarried,",0,Rented,155
1234,0,1,0,0,1,$151 ,1,18,In-Relationship,1,Owns a house,172
1235,0,1,0,0,1,$134 ,1,42,In-Relationship,1,Owns a house,180
1236,0,1,0,0,1,$355 ,0,49,Married,0,Rented,162
1237,0,1,0,0,1,$324 ,0,40,Married,1,Rented,187
1238,0,1,0,1,0,$137 ,0,30,In-Relationship,0,Staying with Family,173
1239,0,1,0,0,1,$207 ,1,51,"Unmarried,",0,Staying with Family,179
1240,0,0,1,1,0,$64 ,0,21,In-Relationship,1,Staying with Family,179
1241,1,1,0,0,0,$40 ,0,40,Married,0,Owns a house,160
1242,0,1,0,0,1,$235 ,0,19,Married,1,Rented,166
1243,1,0,0,1,0,$309 ,0,24,"Unmarried,",0,Owns a house,157
1244,0,1,0,0,1,$186 ,0,22,In-Relationship,1,Rented,168
1245,1,0,0,0,1,$62 ,0,54,Married,1,Staying with Family,176
1246,0,1,0,1,0,$124 ,0,27,"Unmarried,",0,Staying with Family,183
1247,0,1,0,1,0,$165 ,0,41,"Unmarried,",0,Staying with Family,190
1248,1,0,0,0,1,$256 ,1,27,In-Relationship,0,Staying with Family,165
1249,1,0,0,1,0,$88 ,0,24,In-Relationship,1,Rented,162
1250,0,1,0,1,0,$175 ,0,54,Married,1,Owns a house,175
1251,0,1,0,1,0,$135 ,1,47,"Unmarried,",1,Owns a house,165
1252,1,0,0,1,0,$43 ,0,31,"Unmarried,",0,Owns a house,167
1253,0,1,1,0,0,$161 ,1,51,"Unmarried,",0,Owns a house,180
1254,1,1,0,0,0,$233 ,0,44,Married,1,Staying with Family,179
1255,0,1,0,1,0,$50 ,0,45,Married,1,Owns a house,161
1256,0,0,1,1,0,$190 ,0,52,In-Relationship,1,Rented,163
1257,1,1,0,0,0,$88 ,0,26,"Unmarried,",1,Rented,175
1258,0,1,0,0,1,$112 ,1,18,Married,1,Staying with Family,175
1259,1,1,0,0,0,$81 ,1,18,In-Relationship,1,Owns a house,167
1260,0,1,0,1,0,$164 ,1,41,Married,1,Staying with Family,176
1261,1,0,0,1,0,$126 ,1,18,"Unmarried,",1,Owns a house,161
1262,0,1,0,0,1,$273 ,1,21,"Unmarried,",0,Owns a house,181
1263,0,1,0,1,0,$248 ,1,44,Married,0,Owns a house,181
1264,1,1,0,0,0,$54 ,0,22,Married,1,Owns a house,161
1265,0,1,0,1,0,$158 ,0,51,In-Relationship,0,Staying with Family,170
1266,1,1,0,0,0,$191 ,0,53,Married,0,Rented,155
1267,1,0,0,1,0,$213 ,0,44,In-Relationship,0,Owns a house,180
1268,0,1,0,1,0,$56 ,1,26,"Unmarried,",1,Rented,166
1269,0,1,0,1,0,$164 ,1,40,In-Relationship,0,Owns a house,179
1270,1,1,0,0,0,$125 ,1,39,"Unmarried,",1,Rented,181
1271,0,1,0,0,1,$40 ,1,23,"Unmarried,",0,Rented,175
1272,0,1,0,0,1,$164 ,0,34,In-Relationship,1,Owns a house,180
1273,1,1,0,0,0,$250 ,0,50,"Unmarried,",0,Owns a house,178
1274,0,1,0,1,0,$256 ,0,21,In-Relationship,0,Staying with Family,163
1275,1,0,1,0,0,$235 ,1,35,"Unmarried,",1,Staying with Family,188
1276,0,1,0,1,0,$249 ,1,49,"Unmarried,",1,Owns a house,184
1277,1,0,0,1,0,$37 ,1,40,In-Relationship,0,Owns a house,167
1278,1,0,0,1,0,$191 ,1,21,In-Relationship,0,Rented,155
1279,0,1,0,1,0,$143 ,0,53,Married,0,Staying with Family,170
1280,1,1,0,0,0,$299 ,1,54,In-Relationship,1,Staying with Family,151
1281,0,1,0,1,0,$183 ,1,42,In-Relationship,0,Staying with Family,172
1282,1,0,0,0,1,$70 ,0,50,Married,0,Owns a house,163
1283,1,0,0,1,0,$195 ,0,49,"Unmarried,",1,Owns a house,151
1284,0,1,0,1,0,$334 ,0,48,Married,1,Rented,170
1285,1,0,0,0,1,$158 ,1,39,Married,1,Staying with Family,155
1286,0,1,0,0,1,$173 ,1,18,"Unmarried,",1,Rented,179
1287,1,1,0,0,0,$222 ,1,25,"Unmarried,",1,Staying with Family,171
1288,0,1,0,0,1,$264 ,1,20,"Unmarried,",1,Staying with Family,162
1289,1,0,0,1,0,$57 ,1,38,In-Relationship,1,Owns a house,178
1290,0,1,0,0,1,$196 ,1,24,Married,0,Rented,165
1291,0,1,0,1,0,$285 ,0,37,Married,0,Rented,163
1292,1,0,0,1,0,$149 ,0,41,Married,1,Staying with Family,164
1293,1,1,0,0,0,$106 ,1,23,"Unmarried,",0,Rented,150
1294,0,1,0,1,0,$137 ,0,24,In-Relationship,1,Staying with Family,156
1295,0,1,0,0,1,$224 ,1,23,In-Relationship,1,Owns a house,174
1296,1,0,0,1,0,$133 ,0,20,"Unmarried,",1,Rented,158
1297,1,0,0,1,0,$346 ,0,26,"Unmarried,",0,Owns a house,174
1298,0,1,0,1,0,$47 ,0,31,In-Relationship,1,Staying with Family,160
1299,1,1,0,0,0,$139 ,1,34,In-Relationship,1,Rented,167
1300,1,0,1,0,0,$337 ,0,18,"Unmarried,",1,Owns a house,170
1301,0,0,1,1,0,$269 ,0,18,In-Relationship,0,Rented,154
1302,0,1,0,1,0,$35 ,0,22,"Unmarried,",0,Rented,164
1303,0,1,0,0,1,$256 ,1,33,In-Relationship,1,Rented,152
1304,0,1,0,1,0,$313 ,1,20,Married,0,Rented,156
1305,0,1,0,1,0,$309 ,0,52,"Unmarried,",1,Staying with Family,152
1306,0,0,0,1,1,$228 ,0,25,"Unmarried,",1,Staying with Family,160
1307,0,1,0,0,1,$99 ,1,26,"Unmarried,",1,Rented,163
1308,0,0,0,1,1,$326 ,1,40,Married,1,Owns a house,179
1309,0,1,0,1,0,$355 ,0,28,"Unmarried,",1,Rented,167
1310,0,1,0,1,0,$160 ,0,39,Married,1,Staying with Family,150
1311,0,1,0,1,0,$133 ,0,18,In-Relationship,1,Staying with Family,154
1312,0,1,0,1,0,$144 ,1,43,Married,1,Owns a house,169
1313,1,0,0,0,1,$171 ,1,29,In-Relationship,0,Rented,155
1314,0,1,0,1,0,$123 ,0,19,Married,1,Owns a house,179
1315,1,1,0,0,0,$200 ,1,28,Married,0,Rented,177
1316,0,1,0,0,1,$202 ,0,53,"Unmarried,",1,Rented,175
1317,0,1,0,1,0,$35 ,0,42,"Unmarried,",0,Owns a house,165
1318,1,1,0,0,0,$230 ,0,39,In-Relationship,0,Staying with Family,163
1319,0,0,1,0,1,$330 ,0,24,In-Relationship,0,Rented,188
1320,1,1,0,0,0,$75 ,1,39,Married,1,Staying with Family,162
1321,0,0,1,1,0,$230 ,0,36,Married,1,Owns a house,185
1322,1,1,0,0,0,$95 ,0,55,"Unmarried,",0,Owns a house,184
1323,0,1,0,0,1,$124 ,1,48,Married,1,Staying with Family,176
1324,0,1,0,1,0,$293 ,0,45,In-Relationship,0,Owns a house,188
1325,0,1,0,1,0,$215 ,1,18,In-Relationship,0,Staying with Family,174
1326,0,1,0,0,1,$320 ,1,31,Married,0,Owns a house,188
1327,1,0,0,0,1,$81 ,1,42,"Unmarried,",1,Rented,155
1328,0,1,0,0,1,$270 ,0,36,In-Relationship,0,Staying with Family,172
1329,0,1,0,1,0,$298 ,1,42,"Unmarried,",1,Rented,182
1330,1,0,0,0,1,$230 ,0,21,"Unmarried,",0,Owns a house,179
1331,1,0,0,0,1,$137 ,1,25,"Unmarried,",1,Rented,186
1332,1,1,0,0,0,$174 ,1,35,In-Relationship,0,Rented,180
1333,1,1,0,0,0,$193 ,0,48,In-Relationship,0,Owns a house,170
1334,1,0,0,1,0,$266 ,0,31,"Unmarried,",1,Owns a house,169
1335,0,0,1,1,0,$59 ,1,42,"Unmarried,",0,Staying with Family,190
1336,0,1,0,1,0,$71 ,0,18,"Unmarried,",0,Owns a house,183
1337,0,0,1,1,0,$174 ,1,51,Married,0,Rented,187
1338,0,0,1,0,1,$250 ,0,19,Married,0,Owns a house,188
1339,0,1,0,1,0,$225 ,0,18,In-Relationship,1,Rented,181
1340,0,0,0,1,1,$279 ,1,35,In-Relationship,0,Owns a house,181
1341,0,1,0,1,0,$295 ,1,49,In-Relationship,1,Owns a house,165
1342,0,1,0,0,1,$117 ,1,32,Married,0,Rented,150
1343,0,1,0,0,1,$215 ,1,34,Married,1,Owns a house,173
1344,0,1,0,0,1,$264 ,0,53,In-Relationship,1,Staying with Family,150
1345,1,0,0,0,1,$125 ,1,29,In-Relationship,1,Rented,164
1346,0,1,0,0,1,$47 ,1,54,In-Relationship,1,Rented,188
1347,0,1,0,1,0,$162 ,0,51,"Unmarried,",0,Rented,187
1348,0,1,1,0,0,$291 ,0,20,"Unmarried,",1,Rented,165
1349,0,1,0,1,0,$233 ,1,51,Married,0,Owns a house,184
1350,1,1,0,0,0,$189 ,1,55,"Unmarried,",0,Rented,174
1351,0,1,0,0,1,$147 ,1,25,Married,1,Staying with Family,153
1352,0,1,0,1,0,$353 ,0,24,Married,0,Staying with Family,177
1353,1,1,0,0,0,$125 ,1,43,"Unmarried,",1,Owns a house,153
1354,1,0,0,0,1,$42 ,1,33,In-Relationship,1,Rented,178
1355,1,0,1,0,0,$256 ,1,23,Married,1,Staying with Family,173
1356,0,0,0,1,1,$288 ,1,51,In-Relationship,1,Staying with Family,176
1357,0,0,0,1,1,$279 ,0,37,In-Relationship,0,Rented,190
1358,0,1,0,0,1,$128 ,1,45,In-Relationship,1,Owns a house,156
1359,0,1,0,1,0,$51 ,0,51,"Unmarried,",1,Owns a house,165
1360,1,1,0,0,0,$136 ,0,52,Married,1,Staying with Family,162
1361,0,1,0,1,0,$236 ,1,29,Married,0,Rented,182
1362,1,1,0,0,0,$228 ,1,36,Married,0,Staying with Family,178
1363,0,1,0,0,1,$153 ,0,33,"Unmarried,",1,Staying with Family,177
1364,0,1,0,1,0,$327 ,0,52,In-Relationship,1,Staying with Family,190
1365,1,1,0,0,0,$276 ,1,21,Married,0,Owns a house,178
1366,1,1,0,0,0,$62 ,1,49,Married,1,Staying with Family,162
1367,1,0,0,0,1,$140 ,0,48,"Unmarried,",0,Owns a house,159
1368,0,1,0,0,1,$120 ,1,54,Married,1,Staying with Family,171
1369,0,1,0,0,1,$202 ,0,51,Married,1,Staying with Family,154
1370,0,1,0,1,0,$117 ,0,39,"Unmarried,",0,Rented,158
1371,1,0,0,1,0,$221 ,0,44,Married,0,Staying with Family,190
1372,0,1,0,0,1,$183 ,1,40,In-Relationship,0,Staying with Family,190
1373,0,1,0,0,1,$229 ,0,26,In-Relationship,1,Rented,160
1374,0,0,0,1,1,$82 ,1,21,Married,0,Owns a house,185
1375,1,1,0,0,0,$37 ,1,40,"Unmarried,",0,Staying with Family,161
1376,0,1,0,0,1,$136 ,0,27,"Unmarried,",0,Owns a house,175
1377,1,1,0,0,0,$346 ,0,19,Married,0,Rented,152
1378,0,1,0,1,0,$344 ,0,37,"Unmarried,",0,Rented,187
1379,1,0,0,0,1,$283 ,0,22,In-Relationship,0,Rented,168
1380,0,0,1,1,0,$153 ,1,27,In-Relationship,1,Rented,158
1381,1,0,0,0,1,$187 ,1,45,"Unmarried,",1,Owns a house,183
1382,0,1,0,1,0,$55 ,1,26,In-Relationship,0,Staying with Family,171
1383,0,0,1,1,0,$249 ,1,22,"Unmarried,",1,Owns a house,185
1384,0,1,0,1,0,$48 ,1,29,In-Relationship,0,Staying with Family,178
1385,1,0,0,0,1,$106 ,0,30,In-Relationship,0,Rented,190
1386,0,1,0,0,1,$62 ,0,26,Married,1,Rented,169
1387,1,0,0,1,0,$338 ,1,18,"Unmarried,",1,Rented,158
1388,0,1,0,1,0,$249 ,0,29,"Unmarried,",1,Rented,161
1389,0,0,1,1,0,$89 ,1,49,In-Relationship,0,Rented,180
1390,0,1,1,0,0,$263 ,0,51,"Unmarried,",1,Rented,174
1391,0,1,0,1,0,$331 ,1,31,Married,0,Staying with Family,154
1392,0,1,0,1,0,$109 ,1,31,"Unmarried,",1,Staying with Family,169
1393,0,0,1,1,0,$134 ,0,41,In-Relationship,1,Rented,188
1394,0,1,0,0,1,$203 ,1,50,Married,0,Staying with Family,156
1395,1,0,1,0,0,$145 ,1,48,"Unmarried,",1,Rented,166
1396,0,1,0,1,0,$39 ,0,21,Married,1,Staying with Family,159
1397,0,1,0,1,0,$97 ,0,20,Married,1,Rented,188
1398,1,0,0,1,0,$283 ,0,36,Married,0,Rented,170
1399,1,0,0,1,0,$259 ,0,40,"Unmarried,",1,Staying with Family,189
1400,1,1,0,0,0,$120 ,0,35,Married,1,Rented,162
1401,0,1,0,1,0,$229 ,1,50,Married,1,Rented,153
1402,1,1,0,0,0,$144 ,1,38,In-Relationship,0,Rented,152
1403,0,1,0,0,1,$89 ,1,46,Married,0,Staying with Family,158
1404,1,1,0,0,0,$301 ,1,21,In-Relationship,0,Staying with Family,169
1405,0,1,1,0,0,$141 ,0,24,In-Relationship,0,Owns a house,151
1406,1,0,0,0,1,$100 ,1,52,Married,1,Rented,161
1407,0,1,0,1,0,$167 ,1,22,"Unmarried,",1,Rented,176
1408,1,1,0,0,0,$35 ,0,38,Married,0,Staying with Family,190
1409,0,0,1,1,0,$35 ,1,30,In-Relationship,1,Rented,158
1410,1,0,0,0,1,$61 ,1,22,"Unmarried,",0,Staying with Family,153
1411,0,1,0,1,0,$235 ,1,48,In-Relationship,1,Rented,162
1412,1,1,0,0,0,$178 ,0,46,In-Relationship,0,Staying with Family,172
1413,0,1,0,0,1,$308 ,0,51,"Unmarried,",0,Owns a house,156
1414,0,1,0,0,1,$140 ,0,47,In-Relationship,0,Rented,157
1415,0,1,1,0,0,$243 ,1,52,In-Relationship,0,Owns a house,155
1416,0,1,0,0,1,$250 ,0,31,Married,0,Rented,158
1417,0,1,0,0,1,$169 ,0,46,"Unmarried,",0,Owns a house,151
1418,0,1,0,1,0,$84 ,0,18,Married,1,Rented,157
1419,0,1,0,1,0,$64 ,1,52,"Unmarried,",0,Owns a house,186
1420,0,0,0,1,1,$269 ,0,19,"Unmarried,",0,Rented,171
1421,0,1,0,1,0,$120 ,1,42,Married,0,Rented,155
1422,0,1,0,0,1,$299 ,0,33,"Unmarried,",1,Staying with Family,161
1423,0,1,0,0,1,$350 ,0,26,"Unmarried,",0,Rented,179
1424,1,1,0,0,0,$109 ,1,38,Married,0,Rented,153
1425,0,1,0,1,0,$220 ,1,22,"Unmarried,",0,Staying with Family,150
1426,1,0,0,1,0,$342 ,0,41,Married,0,Staying with Family,175
1427,0,1,0,1,0,$310 ,0,21,Married,0,Staying with Family,187
1428,0,1,0,0,1,$166 ,0,45,In-Relationship,0,Rented,153
1429,1,1,0,0,0,$351 ,0,39,Married,1,Owns a house,190
1430,0,1,0,0,1,$116 ,0,52,"Unmarried,",0,Rented,183
1431,1,1,0,0,0,$241 ,1,35,Married,1,Owns a house,171
1432,1,1,0,0,0,$343 ,1,36,"Unmarried,",0,Owns a house,166
1433,0,1,0,1,0,$212 ,1,55,Married,0,Owns a house,153
1434,1,1,0,0,0,$277 ,0,23,"Unmarried,",1,Rented,160
1435,1,1,0,0,0,$109 ,0,29,"Unmarried,",0,Staying with Family,160
1436,1,0,1,0,0,$189 ,0,48,Married,0,Rented,190
1437,0,1,0,1,0,$244 ,1,24,Married,1,Staying with Family,165
1438,1,1,0,0,0,$157 ,0,43,Married,1,Owns a house,171
1439,1,0,0,0,1,$121 ,1,41,Married,0,Owns a house,166
1440,1,0,0,1,0,$273 ,0,41,In-Relationship,1,Rented,161
1441,0,1,0,0,1,$96 ,1,20,"Unmarried,",0,Staying with Family,150
1442,1,0,1,0,0,$172 ,0,42,In-Relationship,0,Owns a house,180
1443,0,1,1,0,0,$122 ,0,36,"Unmarried,",0,Owns a house,166
1444,0,1,0,1,0,$145 ,1,38,Married,0,Staying with Family,189
1445,0,1,0,1,0,$309 ,0,36,"Unmarried,",1,Owns a house,162
1446,0,1,0,1,0,$146 ,0,35,"Unmarried,",1,Owns a house,178
1447,1,1,0,0,0,$355 ,1,46,"Unmarried,",1,Staying with Family,169
1448,1,1,0,0,0,$135 ,0,46,Married,0,Rented,172
1449,0,1,0,1,0,$327 ,0,38,"Unmarried,",0,Rented,153
1450,0,1,0,0,1,$202 ,0,54,Married,1,Staying with Family,177
1451,1,0,0,1,0,$291 ,1,45,"Unmarried,",1,Owns a house,169
1452,0,1,1,0,0,$240 ,0,19,Married,0,Owns a house,150
1453,1,0,0,1,0,$208 ,1,18,Married,0,Staying with Family,173
1454,1,0,0,1,0,$37 ,0,45,Married,1,Rented,187
1455,1,1,0,0,0,$219 ,0,23,Married,0,Staying with Family,184
1456,0,1,0,1,0,$198 ,1,38,"Unmarried,",1,Staying with Family,187
1457,0,1,0,0,1,$110 ,1,22,"Unmarried,",0,Rented,171
1458,0,1,0,0,1,$147 ,0,54,"Unmarried,",1,Staying with Family,178
1459,1,0,0,1,0,$83 ,1,24,Married,0,Rented,161
1460,0,1,1,0,0,$122 ,0,33,Married,0,Staying with Family,181
1461,0,1,0,0,1,$290 ,1,54,Married,0,Staying with Family,190
1462,0,1,0,0,1,$266 ,1,20,In-Relationship,1,Rented,175
1463,0,1,0,0,1,$39 ,0,53,"Unmarried,",1,Rented,185
1464,0,1,0,1,0,$324 ,1,46,In-Relationship,1,Owns a house,164
1465,0,0,0,1,1,$115 ,0,20,Married,1,Owns a house,153
1466,0,0,0,1,1,$188 ,0,34,Married,0,Staying with Family,179
1467,0,1,0,0,1,$274 ,1,31,Married,1,Staying with Family,170
1468,1,0,0,0,1,$206 ,0,44,In-Relationship,1,Staying with Family,178
1469,0,0,1,0,1,$245 ,0,32,Married,1,Owns a house,169
1470,0,0,1,1,0,$327 ,0,22,"Unmarried,",1,Staying with Family,173
1471,0,1,0,1,0,$241 ,0,54,In-Relationship,1,Rented,174
1472,1,0,0,0,1,$220 ,0,36,Married,1,Staying with Family,183
1473,0,1,0,1,0,$140 ,1,41,In-Relationship,1,Owns a house,164
1474,0,1,1,0,0,$212 ,0,55,Married,1,Owns a house,183
1475,0,0,1,1,0,$100 ,0,29,Married,1,Owns a house,150
1476,0,1,0,1,0,$109 ,0,44,"Unmarried,",1,Staying with Family,170
1477,1,1,0,0,0,$250 ,1,45,In-Relationship,0,Owns a house,187
1478,0,1,0,0,1,$72 ,1,27,"Unmarried,",1,Staying with Family,163
1479,0,1,0,1,0,$129 ,0,19,"Unmarried,",1,Staying with Family,170
1480,1,1,0,0,0,$45 ,0,40,"Unmarried,",0,Owns a house,190
1481,1,1,0,0,0,$312 ,1,20,"Unmarried,",1,Owns a house,176
1482,1,0,0,0,1,$296 ,1,26,"Unmarried,",1,Rented,154
1483,0,1,0,1,0,$92 ,0,23,Married,0,Rented,184
1484,1,0,0,1,0,$109 ,0,30,Married,0,Staying with Family,157
1485,0,1,0,1,0,$138 ,0,29,Married,1,Owns a house,163
1486,0,1,0,1,0,$47 ,0,40,In-Relationship,0,Staying with Family,168
1487,1,1,0,0,0,$37 ,1,52,Married,0,Owns a house,161
1488,1,0,0,0,1,$253 ,1,29,In-Relationship,1,Staying with Family,183
1489,0,1,0,0,1,$87 ,0,30,In-Relationship,0,Owns a house,177
1490,0,1,0,0,1,$304 ,1,55,Married,0,Rented,156
1491,0,1,0,0,1,$62 ,1,47,In-Relationship,0,Rented,182
1492,1,1,0,0,0,$124 ,0,28,In-Relationship,1,Staying with Family,161
1493,1,0,0,0,1,$270 ,0,41,"Unmarried,",0,Owns a house,180
1494,1,1,0,0,0,$293 ,0,30,In-Relationship,1,Rented,169
1495,1,0,1,0,0,$78 ,0,31,In-Relationship,1,Owns a house,167
1496,1,0,1,0,0,$272 ,0,55,Married,0,Staying with Family,188
1497,0,1,0,0,1,$140 ,1,30,"Unmarried,",1,Rented,178
1498,1,0,0,1,0,$117 ,0,29,Married,0,Staying with Family,182
1499,0,1,0,1,0,$311 ,0,40,Married,1,Staying with Family,188
1500,1,1,0,0,0,$199 ,1,39,In-Relationship,0,Staying with Family,156
1501,1,1,0,0,0,$58 ,1,42,Married,1,Owns a house,184
1502,1,1,0,0,0,$212 ,0,27,In-Relationship,0,Rented,181
1503,0,1,1,0,0,$47 ,1,42,Married,0,Rented,181
1504,1,0,0,1,0,$347 ,1,25,Married,1,Owns a house,162
1505,1,0,1,0,0,$39 ,0,34,Married,1,Owns a house,164
1506,0,1,1,0,0,$287 ,0,51,"Unmarried,",0,Owns a house,169
1507,1,1,0,0,0,$177 ,0,36,In-Relationship,1,Owns a house,165
1508,1,0,0,1,0,$335 ,0,35,In-Relationship,1,Owns a house,171
1509,0,0,1,1,0,$279 ,0,27,In-Relationship,0,Rented,159
1510,0,1,1,0,0,$263 ,1,49,"Unmarried,",0,Rented,189
1511,0,0,1,0,1,$329 ,0,55,Married,0,Staying with Family,178
1512,1,1,0,0,0,$333 ,0,26,"Unmarried,",1,Owns a house,155
1513,1,1,0,0,0,$280 ,1,33,"Unmarried,",1,Owns a house,179
1514,0,1,0,0,1,$35 ,1,53,Married,0,Rented,177
1515,1,1,0,0,0,$163 ,1,46,Married,0,Staying with Family,189
1516,1,1,0,0,0,$326 ,1,30,In-Relationship,0,Owns a house,159
1517,0,1,0,0,1,$153 ,1,54,In-Relationship,0,Rented,165
1518,1,0,0,1,0,$137 ,0,42,In-Relationship,0,Rented,173
1519,1,1,0,0,0,$180 ,0,53,In-Relationship,1,Owns a house,151
1520,0,1,0,1,0,$276 ,1,28,In-Relationship,0,Rented,162
1521,1,0,0,1,0,$109 ,0,53,In-Relationship,0,Rented,159
1522,1,1,0,0,0,$93 ,1,18,Married,1,Owns a house,160
1523,1,0,0,1,0,$242 ,1,53,In-Relationship,0,Staying with Family,153
1524,1,1,0,0,0,$110 ,0,40,Married,0,Rented,155
1525,0,1,0,1,0,$140 ,1,35,"Unmarried,",1,Rented,164
1526,0,1,0,1,0,$85 ,0,33,In-Relationship,1,Owns a house,172
1527,0,1,0,0,1,$350 ,0,23,In-Relationship,0,Owns a house,167
1528,0,1,0,1,0,$222 ,0,37,"Unmarried,",1,Owns a house,156
1529,1,1,0,0,0,$275 ,0,34,"Unmarried,",1,Owns a house,181
1530,0,1,0,1,0,$157 ,1,50,In-Relationship,0,Rented,176
1531,1,0,0,0,1,$231 ,0,23,"Unmarried,",1,Rented,153
1532,1,1,0,0,0,$39 ,0,43,"Unmarried,",0,Staying with Family,165
1533,1,1,0,0,0,$188 ,0,46,Married,1,Staying with Family,151
1534,1,0,0,1,0,$320 ,1,26,In-Relationship,0,Rented,175
1535,0,1,0,0,1,$144 ,1,21,In-Relationship,0,Rented,176
1536,0,1,0,1,0,$219 ,1,55,In-Relationship,1,Rented,180
1537,1,1,0,0,0,$49 ,1,20,"Unmarried,",0,Owns a house,160
1538,0,1,0,1,0,$310 ,1,40,In-Relationship,1,Rented,184
1539,1,1,0,0,0,$162 ,1,24,"Unmarried,",0,Rented,150
1540,0,1,0,1,0,$151 ,1,46,"Unmarried,",0,Owns a house,151
1541,1,0,0,0,1,$286 ,0,21,In-Relationship,1,Owns a house,159
